symbol,mse,rmse
TSLA,0.06769723645565624,0.26018692598909776
META,0.005958450876627741,0.07719100256265454
MSFT,0.0015255953680968536,0.03905887054302586
AAPL,0.0020889982942362225,0.04570556086775681
