Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05489285107372475,0.06296540199142336,0.05489285107372475,0.060274139046669006,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.060274134024208136,0.06350352549716151,0.060274134024208136,0.062426649034023285,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06242664235271579,0.06404164739545941,0.06242664235271579,0.06350351870059967,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06350350193927164,0.06404163049209591,0.061350368769973504,0.061888497322797775,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06188850326336754,0.06242663186784584,0.06027411744993263,0.060812246054410934,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06081225138139089,0.06081225138139089,0.05865973677492353,0.059197865426540375,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05919786324340338,0.060274120506946145,0.05650722008454645,0.05758347734808922,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05758345977100743,0.05758345977100743,0.055430945900966686,0.05596907436847687,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.055969087083785875,0.0570453442633152,0.055430958494021215,0.0570453442633152,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05704536099998507,0.05919787599057504,0.05650723225233757,0.05865974724292755,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05865973747003685,0.059735994786024094,0.05865973747003685,0.059735994786024094,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05973599407815721,0.05973599407815721,0.05812160812330669,0.059197865426540375,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05919787599057504,0.05919787599057504,0.05865974724292755,0.05865974724292755,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05865973677492353,0.06027412272977405,0.05865973677492353,0.059197865426540375,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059735994786024094,0.061350380760004965,0.059735994786024094,0.059735994786024094,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059735994786024094,0.06027412344401772,0.059735994786024094,0.059735994786024094,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05973600473822254,0.06027413348587003,0.05758348974763256,0.05865974724292755,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05865973677492353,0.06027412272977405,0.05865973677492353,0.059197865426540375,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05919788145208016,0.06081226784396343,0.05919788145208016,0.060274139046669006,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.06027411744993263,0.061350374658889234,0.05919786024097602,0.060812246054410934,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.061350368769973504,0.06296537338644737,0.061350368769973504,0.061888497322797775,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.0618885202815695,0.06296539674470773,0.0618885202815695,0.062426649034023285,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06242664903402329,0.06242664903402329,0.060274134024208136,0.062426649034023285,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06242663643547256,0.06511789861283857,0.06188850779162051,0.06457976996898651,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06457975220618015,0.06511788070201874,0.06457975220618015,0.06511788070201874,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06511790795047616,0.06511790795047616,0.06242664538719428,0.06296539306640625,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06296539306640625,0.06350352178742373,0.061350387945159325,0.06296539306640625,22924800,0.0,0.0
